sourceName,sourceVersion,device,type,unit,creationDate,startDate,endDate,value,videoTime
Apple Watch — Наталья,10.6,"<<HKDevice: 0x300f03f70>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:10.6>",HeartRate,count/min,2024-08-02 12:35:31+03:00,2024-08-02 12:35:30+03:00,2024-08-02 12:35:30+03:00,111.0,2.0
Apple Watch — Наталья,10.6,"<<HKDevice: 0x300f03f70>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:10.6>",HeartRate,count/min,2024-08-02 12:35:36+03:00,2024-08-02 12:35:32+03:00,2024-08-02 12:35:32+03:00,111.0,4.0
Apple Watch — Наталья,10.6,"<<HKDevice: 0x300f03f70>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:10.6>",HeartRate,count/min,2024-08-02 12:35:41+03:00,2024-08-02 12:35:36+03:00,2024-08-02 12:35:36+03:00,114.0,8.0
Apple Watch — Наталья,10.6,"<<HKDevice: 0x300f03f70>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:10.6>",HeartRate,count/min,2024-08-02 12:35:46+03:00,2024-08-02 12:35:41+03:00,2024-08-02 12:35:41+03:00,119.0,13.0
Apple Watch — Наталья,10.6,"<<HKDevice: 0x300f03f70>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:10.6>",HeartRate,count/min,2024-08-02 12:35:51+03:00,2024-08-02 12:35:46+03:00,2024-08-02 12:35:46+03:00,128.0,18.0
Apple Watch — Наталья,10.6,"<<HKDevice: 0x300f03f70>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:10.6>",HeartRate,count/min,2024-08-02 12:35:56+03:00,2024-08-02 12:35:53+03:00,2024-08-02 12:35:53+03:00,143.0,25.0
Apple Watch — Наталья,10.6,"<<HKDevice: 0x300f03f70>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:10.6>",HeartRate,count/min,2024-08-02 12:36:01+03:00,2024-08-02 12:35:59+03:00,2024-08-02 12:35:59+03:00,154.0,31.0
Apple Watch — Наталья,10.6,"<<HKDevice: 0x300f03f70>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:10.6>",HeartRate,count/min,2024-08-02 12:36:05+03:00,2024-08-02 12:36:05+03:00,2024-08-02 12:36:05+03:00,160.0,37.0
Apple Watch — Наталья,10.6,"<<HKDevice: 0x300f03f70>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:10.6>",HeartRate,count/min,2024-08-02 12:36:10+03:00,2024-08-02 12:36:10+03:00,2024-08-02 12:36:10+03:00,162.0,42.0
Apple Watch — Наталья,10.6,"<<HKDevice: 0x300f03f70>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:10.6>",HeartRate,count/min,2024-08-02 12:36:15+03:00,2024-08-02 12:36:13+03:00,2024-08-02 12:36:13+03:00,163.0,45.0
Apple Watch — Наталья,10.6,"<<HKDevice: 0x300f03f70>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:10.6>",HeartRate,count/min,2024-08-02 12:36:21+03:00,2024-08-02 12:36:20+03:00,2024-08-02 12:36:20+03:00,164.0,52.0
Apple Watch — Наталья,10.6,"<<HKDevice: 0x300f03f70>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:10.6>",HeartRate,count/min,2024-08-02 12:36:26+03:00,2024-08-02 12:36:21+03:00,2024-08-02 12:36:21+03:00,164.0,53.0
Apple Watch — Наталья,10.6,"<<HKDevice: 0x300f03f70>, name:Apple Watch, manufacturer:Apple Inc., model:Watch, hardware:Watch6,15, software:10.6>",HeartRate,count/min,2024-08-02 12:36:31+03:00,2024-08-02 12:36:29+03:00,2024-08-02 12:36:29+03:00,167.0,61.0
